bin,case,status_group,zip,in_outbreak_zip,community_board,nta,lat,lon,n_towers,n_active_towers,reg_age_days,n_samples,never_sampled,days_since_last_sample,n_samples_12mo,n_samples_24mo,median_gap_days,max_gap_days,overdue_90d,n_inspections,n_violations,n_citations,ever_violation,n_violation_types,days_since_last_inspection,bbl,yearbuilt,numfloors,unitsres,unitstotal,bldgarea,assesstot,landuse,bldg_age_yrs,log_assess,reg_age_yrs,days_since_last_inspection_imp
1047005,1,D_added_by0716,10128.0,1,,MN40,40.784071,-73.957155,1,1,3962,0,1,,0,0,,,1,34,27,19,1,3,805.0,1015020059,1929.0,10.0,0.0,1.0,66600.0,15101100.0,8,97.0,7.179008583487236,10.847364818617386,805.0
1086902,1,C_added_complete,10128.0,1,,MN40,40.78419,-73.95782,1,3,3962,0,1,,0,0,,,1,0,0,0,0,0,,1015020001,1901.0,4.0,0.0,2.0,56368.0,27894600.0,8,125.0,7.445520138141502,10.847364818617386,1318.0
1085796,0,,10128.0,1,108.0,MN32,40.776302,-73.943758,1,1,3961,0,1,,0,0,,,1,29,20,0,1,3,359.0,1015920001,1801.0,2.0,0.0,1.0,7500.0,58126050.0,9,225.0,7.764370811146823,10.844626967830253,359.0
1051386,0,,10028.0,1,108.0,MN32,40.773188,-73.946028,1,1,3961,0,1,,0,0,,,1,19,9,6,1,3,219.0,1015900036,1951.0,15.0,155.0,157.0,169386.0,22552200.0,4,75.0,7.353188914340631,10.844626967830253,219.0
1048267,0,,10128.0,1,,MN40,40.781939,-73.952091,1,1,3959,0,1,,0,0,,,1,35,28,23,1,3,223.0,1015190040,1900.0,5.0,39.0,43.0,35200.0,6115050.0,4,126.0,6.78640001241651,10.839151266255989,223.0
1047080,0,,10128.0,1,,MN40,40.784902,-73.955223,1,1,3958,0,1,,0,0,,,1,31,25,18,1,3,805.0,1015040047,1931.0,5.0,0.0,1.0,38000.0,5091300.0,8,95.0,6.706828688179734,10.836413415468858,805.0
1050869,1,D_added_by0716,10028.0,1,108.0,MN32,40.772355,-73.949714,1,1,3958,0,1,,0,0,,,1,20,17,13,1,3,139.0,1015770001,1972.0,31.0,267.0,270.0,281902.0,38252250.0,4,54.0,7.5826569854725205,10.836413415468858,139.0
1050733,0,,10128.0,1,108.0,MN32,40.778696,-73.945106,1,1,3956,0,1,,0,0,,,1,36,36,25,1,3,811.0,1015700021,1986.0,37.0,265.0,269.0,279945.0,45772650.0,4,40.0,7.660606056562353,10.830937713894592,811.0
1088595,0,,10075.0,1,108.0,MN31,40.774128,-73.956963,1,1,3955,0,1,,0,0,,,1,15,8,4,1,3,959.0,1014337502,2011.0,19.0,45.0,47.0,118381.0,29617667.0,4,15.0,7.47155084591609,10.82819986310746,959.0
1049252,1,D_added_by0716,10075.0,1,,MN32,40.772621,-73.952892,1,1,3950,0,1,,0,0,,,1,28,20,18,1,3,224.0,1015420023,1915.0,3.0,0.0,3.0,8981.0,2394450.0,4,111.0,6.379205772700066,10.8145106091718,224.0
1048813,0,,10128.0,1,108.0,MN32,40.779045,-73.952414,1,1,3947,0,1,,0,0,,,1,24,21,15,1,3,442.0,1015330022,1966.0,20.0,118.0,119.0,148747.0,17110350.0,3,60.0,7.233258893323334,10.806297056810404,442.0
1048533,0,,10028.0,1,108.0,MN32,40.774361,-73.954316,1,1,3502,0,1,,0,0,,,1,39,36,27,1,3,139.0,1015260025,1915.0,3.0,0.0,3.0,5202.0,1165500.0,5,111.0,6.066512277856596,9.587953456536619,139.0
1085696,1,A_doh0710_complete,10128.0,1,108.0,MN32,40.779371,-73.944603,2,2,3457,0,1,,0,0,,,1,65,55,0,1,3,325.0,1015870001,1942.0,4.0,0.0,2.0,94247.0,72583650.0,8,84.0,7.86083880369647,9.464750171115675,325.0
1051374,0,,10128.0,1,108.0,MN32,40.777955,-73.943994,1,1,3454,0,1,,0,0,,,1,32,26,3,1,3,359.0,1015870001,1942.0,4.0,0.0,2.0,94247.0,72583650.0,8,84.0,7.86083880369647,9.456536618754278,359.0
1049854,0,,10028.0,1,108.0,MN32,40.773945,-73.951522,1,1,3121,0,1,,0,0,,,1,37,32,23,1,3,644.0,1015440019,1963.0,20.0,215.0,217.0,217720.0,19948050.0,3,63.0,7.299900448111439,8.544832306639288,644.0
1046968,0,,10128.0,1,108.0,MN40,40.783294,-73.9586,1,1,2989,0,1,,0,0,,,1,0,0,0,0,0,,1015010007,1958.0,2.0,0.0,1.0,8356.0,3772800.0,8,68.0,6.576663783414995,8.183436002737851,1318.0
1076841,0,,10028.0,1,108.0,MN32,40.773306,-73.952862,2,2,3300,3,0,22.0,3,3,132.5,219.0,0,30,22,12,1,2,513.0,1015437501,1973.0,31.0,328.0,335.0,291734.0,48855960.0,4,53.0,7.688917551416613,9.034907597535934,513.0
1050880,0,,10028.0,1,108.0,MN32,40.772401,-73.94879,1,1,2803,0,1,,0,0,,,1,26,16,11,1,3,667.0,1015777501,1964.0,14.0,163.0,164.0,94886.0,13333505.0,3,62.0,7.124944328113759,7.67419575633128,667.0
1046856,0,,10128.0,1,,MN40,40.781124,-73.957934,1,1,2537,0,1,,0,0,,,1,24,18,12,1,3,140.0,1014980047,1926.0,4.0,0.0,2.0,74300.0,14350050.0,8,100.0,7.156853414288566,6.945927446954141,140.0
1047674,1,A_doh0710_complete,10028.0,1,108.0,MN40,40.778048,-73.956224,2,2,3969,3,0,6.0,3,3,28.5,29.0,0,53,36,25,1,3,135.0,1015130020,1963.0,16.0,96.0,98.0,116824.0,16080750.0,3,63.0,7.206306300212529,10.86652977412731,135.0
1046958,0,,10128.0,1,,MN40,40.782488,-73.957276,1,1,3955,0,1,,0,0,,,1,35,27,20,1,3,1185.0,1015000053,1958.0,17.0,94.0,98.0,117340.0,16020450.0,4,68.0,7.2046747108600835,10.82819986310746,1185.0
1044178,0,,10075.0,1,108.0,MN31,40.773925,-73.956483,1,1,751,0,1,,0,0,,,1,36,29,20,1,3,224.0,1014330034,1964.0,19.0,107.0,110.0,88231.0,12106800.0,3,62.0,7.083029368081923,2.0561259411362083,224.0
1048117,0,,10128.0,1,108.0,MN40,40.781286,-73.953828,1,1,3957,1,0,9.0,1,1,,,0,37,32,19,1,3,148.0,1015180024,1960.0,9.0,106.0,107.0,114939.0,12018150.0,4,66.0,7.079837620193591,10.833675564681725,148.0
1082185,0,,10075.0,1,108.0,MN40,40.774171,-73.961148,3,6,3303,3,0,198.0,3,3,53.0,91.0,1,57,23,11,1,3,134.0,1014110001,1930.0,14.0,0.0,1.0,775241.0,126008550.0,8,96.0,8.100400014100435,9.043121149897331,134.0
1091871,1,E_unregistered_complete,10028.0,1,108.0,MN32,40.77576,-73.952817,1,1,-7,0,1,,0,0,,,1,0,0,0,0,0,,1015450049,2023.0,22.0,70.0,71.0,109998.0,16636500.0,4,3.0,7.221061964348451,-0.019164955509924708,1318.0
1046688,0,,10028.0,1,,MN40,40.778485,-73.961799,1,1,3956,1,0,309.0,1,1,,,1,15,7,5,1,3,1318.0,1014930166,1889.0,5.0,0.0,1.0,7265.0,1981350.0,8,137.0,6.296961199234869,10.830937713894592,1318.0
1044129,1,C_added_complete,10075.0,1,108.0,MN31,40.773445,-73.957462,2,2,3957,4,0,9.0,4,4,14.0,42.0,0,66,50,36,1,3,563.0,1014320045,1965.0,21.0,126.0,128.0,175671.0,21366000.0,3,61.0,7.329723224057897,10.833675564681725,563.0
1045215,0,,10075.0,1,108.0,MN31,40.772121,-73.954325,1,1,3179,1,0,57.0,1,1,,,0,21,16,10,1,3,491.0,1014520032,1920.0,2.0,0.0,1.0,5075.0,1154250.0,8,106.0,6.0622998832231785,8.70362765229295,491.0
1050233,0,,10128.0,1,,MN32,40.781351,-73.948841,1,1,3934,1,0,268.0,1,1,,,1,38,33,23,1,3,820.0,1015547501,2000.0,34.0,140.0,142.0,149477.0,26973890.0,4,26.0,7.4309435821114445,10.770704996577686,820.0
1051044,0,,10075.0,1,,MN32,40.771637,-73.948307,1,1,3941,1,0,317.0,1,1,,,1,31,25,18,1,3,406.0,1015777502,1981.0,13.0,68.0,69.0,130725.0,17132601.0,3,45.0,7.233823300747035,10.789869952087612,406.0
1045974,0,,10075.0,1,108.0,MN31,40.770866,-73.953315,1,1,3962,1,0,34.0,1,1,,,0,27,21,14,1,3,435.0,1014710045,1964.0,18.0,159.0,161.0,168681.0,22421700.0,3,62.0,7.350668537457428,10.847364818617386,435.0
1081307,1,C_added_complete,10128.0,1,108.0,MN32,40.780481,-73.946119,2,2,3970,3,0,35.0,3,3,150.5,210.0,0,49,32,22,1,3,954.0,1015717501,2005.0,15.0,0.0,6.0,124009.0,21218400.0,5,21.0,7.326712632281193,10.869267624914443,954.0
1048495,0,,10128.0,1,,MN40,40.785697,-73.951279,2,2,3775,4,0,58.0,4,4,72.0,87.0,0,46,40,30,1,3,750.0,1015240056,1925.0,5.0,17.0,19.0,14870.0,2088450.0,4,101.0,6.319824082194374,10.335386721423683,750.0
1048053,0,,10128.0,1,108.0,MN40,40.779589,-73.953435,1,1,3731,0,1,,0,0,,,1,40,40,32,1,3,139.0,1015160032,1915.0,6.0,0.0,38.0,67500.0,13536900.0,5,111.0,7.131519220697911,10.21492128678987,139.0
1091832,0,,10075.0,1,108.0,MN31,40.772094,-73.954257,1,1,428,3,0,2.0,3,3,42.5,58.0,0,1,0,0,0,0,245.0,1014520027,2023.0,37.0,146.0,148.0,215500.0,34729650.0,4,3.0,7.540700406580713,1.1718001368925393,245.0
1083810,1,D_added_by0716,10028.0,1,,MN99,40.780007,-73.962824,6,21,3970,20,0,8.0,20,20,14.0,42.0,0,54,10,2,1,3,281.0,1011110001,,,0.0,0.0,34025.0,3300050700.0,9,,9.518520612169127,10.869267624914443,281.0
1047955,1,A_doh0710_complete,10128.0,1,108.0,MN40,40.780499,-73.955901,1,1,3963,6,0,28.0,6,6,70.0,80.0,0,16,12,9,1,3,147.0,1015157502,1981.0,17.0,214.0,342.0,338697.0,73255503.0,4,45.0,7.86484025472943,10.850102669404517,147.0
1048509,1,C_added_complete,10075.0,1,108.0,MN32,40.774142,-73.956952,1,1,3975,7,0,24.0,7,7,56.0,90.0,0,14,9,7,1,3,140.0,1015250001,1963.0,20.0,168.0,177.0,293303.0,33033150.0,3,63.0,7.518949989446462,10.882956878850102,140.0
1048692,0,,10028.0,1,,MN32,40.776899,-73.954986,1,1,3965,6,0,13.0,6,6,34.0,197.0,0,19,14,8,1,3,1259.0,1015290001,1964.0,18.0,115.0,120.0,96699.0,11672100.0,3,62.0,7.067148999692639,10.855578370978781,1259.0
1041831,0,,10075.0,1,108.0,MN40,40.775349,-73.961977,1,2,3933,7,0,8.0,7,7,54.5,90.0,0,32,24,17,1,3,169.0,1013920044,1978.0,7.0,0.0,1.0,48796.0,15767550.0,8,48.0,7.197764216845612,10.767967145790555,169.0
1050350,0,,10075.0,1,,MN32,40.771901,-73.9506,1,2,3949,1,0,21.0,1,1,,,0,31,27,20,1,3,169.0,1015590019,1956.0,13.0,233.0,238.0,277073.0,33709500.0,4,70.0,7.5277523108463535,10.811772758384668,169.0
1050396,1,C_added_complete,10028.0,1,,MN32,40.773227,-73.949721,1,1,3950,4,0,14.0,4,4,31.0,237.0,0,53,47,31,1,3,969.0,1015610021,1966.0,33.0,415.0,415.0,502595.0,42980850.0,3,60.0,7.633274999956248,10.8145106091718,969.0
1048809,1,A_doh0710_complete,10128.0,1,,MN32,40.779615,-73.95284,1,1,3958,5,0,2.0,5,5,75.5,88.0,0,23,14,7,1,3,135.0,1015330001,1975.0,30.0,410.0,418.0,510305.0,83997450.0,4,51.0,7.924266101922135,10.836413415468858,135.0
1050756,1,C_added_complete,10128.0,1,108.0,MN32,40.779418,-73.944596,1,1,3958,5,0,2.0,5,5,73.5,90.0,0,22,16,10,1,3,806.0,1015710022,1986.0,37.0,328.0,334.0,346325.0,44128800.0,4,40.0,7.644722117783378,10.836413415468858,806.0
1050765,0,,10075.0,1,,MN32,40.771297,-73.949463,1,1,3963,6,0,30.0,6,6,28.0,209.0,0,21,16,11,1,3,1252.0,1015760005,1963.0,19.0,209.0,210.0,260000.0,24193800.0,3,63.0,7.383704086196553,10.850102669404517,1252.0
1050547,1,C_added_complete,10028.0,1,108.0,MN32,40.776851,-73.949307,2,2,3954,7,0,14.0,7,7,18.5,232.0,0,39,35,23,1,3,737.0,1015660001,1963.0,19.0,229.0,232.0,184745.0,23062950.0,3,63.0,7.362914857459135,10.825462012320328,737.0
1077854,0,,10028.0,1,,MN32,40.779143,-73.953335,1,1,3962,7,0,17.0,7,7,45.0,87.0,0,22,16,12,1,3,819.0,1015320004,,,,,,,,,,10.847364818617386,819.0
1090553,0,,10028.0,1,108.0,MN40,40.777088,-73.957925,1,1,3020,5,0,16.0,5,5,70.5,90.0,0,6,0,0,0,0,150.0,1015100057,2014.0,12.0,0.0,3.0,72537.0,13711950.0,8,12.0,7.137099220946999,8.268309377138946,150.0
1046972,1,C_added_complete,10128.0,1,108.0,MN40,40.783011,-73.957224,1,1,3957,6,0,21.0,6,6,29.0,211.0,0,37,28,19,1,3,225.0,1015017501,1969.0,38.0,251.0,255.0,582673.0,65917350.0,4,57.0,7.818999739594544,10.833675564681725,225.0
1046844,0,,10028.0,1,,MN40,40.781125,-73.960335,1,1,3956,3,0,17.0,3,3,125.5,245.0,0,22,14,10,1,3,967.0,1014970073,1967.0,15.0,18.0,19.0,43900.0,6097950.0,3,59.0,6.7851838590564,10.830937713894592,967.0
1044182,0,,10075.0,1,108.0,MN31,40.774074,-73.956837,1,1,3964,4,0,16.0,4,4,55.0,212.0,0,25,17,11,1,3,366.0,1014330040,,,0.0,0.0,0.0,0.0,7,,,10.85284052019165,366.0
1074035,0,,10028.0,1,108.0,MN32,40.772162,-73.946801,1,1,3220,4,0,15.0,4,4,34.0,198.0,0,21,15,10,1,3,962.0,1015787501,1988.0,40.0,81.0,82.0,98881.0,15863407.0,4,38.0,7.200396466865345,8.815879534565367,962.0
1046037,0,,10075.0,1,,MN31,40.77182,-73.952214,1,1,3929,6,0,9.0,6,6,25.0,189.0,0,29,23,16,1,3,351.0,1014737504,2004.0,20.0,53.0,53.0,87450.0,13680908.0,3,22.0,7.136114922406258,10.757015742642025,351.0
1087920,0,,10028.0,1,108.0,MN32,40.778626,-73.953559,1,1,3958,3,0,22.0,3,3,132.5,237.0,0,11,2,1,1,2,477.0,1015317501,2007.0,20.0,164.0,166.0,284702.0,52117224.0,4,19.0,7.71698127516048,10.836413415468858,477.0
1046946,1,A_doh0710_complete,10128.0,1,108.0,MN40,40.782918,-73.959391,2,3,3955,5,0,24.0,5,5,54.5,108.0,0,46,29,20,1,3,140.0,1015000001,1959.0,10.0,0.0,1.0,93924.0,33243300.0,8,67.0,7.521704128850153,10.82819986310746,140.0
1048569,1,A_doh0710_complete,10028.0,1,,MN32,40.775262,-73.954164,1,1,3958,5,0,13.0,5,5,43.5,231.0,0,29,23,14,1,3,569.0,1015270028,1963.0,20.0,177.0,182.0,189612.0,20744100.0,4,63.0,7.31689459734708,10.836413415468858,569.0
1046438,0,,10075.0,1,108.0,MN40,40.776101,-73.961598,1,1,2212,4,0,16.0,4,4,28.0,231.0,0,6,2,2,1,2,960.0,1014910025,1917.0,5.0,0.0,1.0,33367.0,4135950.0,8,109.0,6.61657527987908,6.056125941136208,960.0
1051175,1,C_added_complete,10028.0,1,,MN32,40.773577,-73.948244,1,1,3955,4,0,3.0,4,4,17.0,251.0,0,19,11,9,1,3,576.0,1015790049,1965.0,21.0,189.0,189.0,255420.0,26445600.0,3,61.0,7.422353424776563,10.82819986310746,576.0
1047171,1,C_added_complete,10128.0,1,108.0,MN40,40.785818,-73.954893,2,2,3955,7,0,16.0,7,7,24.5,203.0,0,43,30,19,1,3,493.0,1015057502,1984.0,32.0,205.0,211.0,302439.0,45489154.0,4,42.0,7.6579078599658486,10.82819986310746,493.0
1050543,1,C_added_complete,10028.0,1,,MN32,40.77588,-73.947885,1,1,3935,2,0,15.0,2,2,28.0,28.0,0,19,11,6,1,2,400.0,1015650029,1973.0,37.0,315.0,317.0,384646.0,43114500.0,3,53.0,7.634623353941232,10.77344284736482,400.0
1045197,0,,10075.0,1,108.0,MN31,40.771858,-73.955621,1,1,3942,3,0,50.0,3,3,130.5,240.0,0,21,15,9,1,3,1260.0,1014527501,2008.0,19.0,30.0,31.0,51126.0,10325590.0,4,18.0,7.01391487644695,10.792607802874743,1260.0
1048744,0,,10028.0,1,,MN32,40.777257,-73.952982,1,1,3856,6,0,16.0,6,6,65.0,125.0,0,9,2,2,1,2,491.0,1015307501,1930.0,6.0,0.0,6.0,36208.0,7510048.0,5,96.0,6.875642712778937,10.557152635181383,491.0
1047929,1,A_doh0710_complete,10028.0,1,,MN40,40.779253,-73.956611,1,1,3928,7,0,37.0,7,7,18.5,210.0,0,17,11,7,1,2,969.0,1015140013,1915.0,8.0,0.0,1.0,76982.0,14032800.0,8,111.0,7.14714433554889,10.754277891854894,969.0
1047961,0,,10028.0,1,108.0,MN40,40.779131,-73.953768,1,1,3941,7,0,17.0,7,7,35.0,88.0,0,25,18,13,1,3,150.0,1015157503,1991.0,28.0,229.0,276.0,339019.0,56389507.0,4,35.0,7.751198297671958,10.789869952087612,150.0
1046845,0,,10028.0,1,108.0,MN40,40.781617,-73.960331,1,1,3947,5,0,21.0,5,5,55.5,164.0,0,39,29,20,1,3,223.0,1014980001,1958.0,20.0,90.0,94.0,190640.0,26113950.0,3,68.0,7.41687256824027,10.806297056810404,223.0
1046979,0,,10128.0,1,108.0,MN40,40.783873,-73.958701,1,1,3957,4,0,28.0,4,4,29.0,209.0,0,24,15,11,1,3,969.0,1015010069,1929.0,6.0,0.0,2.0,123500.0,18957150.0,8,97.0,7.277773046487858,10.833675564681725,969.0
1076331,0,,10128.0,1,,MN32,40.778786,-73.947327,1,1,3944,2,0,21.0,2,2,303.0,303.0,0,34,29,18,1,3,440.0,1015697502,1963.0,18.0,197.0,199.0,229976.0,24543469.0,4,63.0,7.389935946373169,10.798083504449007,440.0
1048704,0,,10028.0,1,108.0,MN32,40.776417,-73.954329,2,2,3337,2,0,22.0,2,2,301.0,301.0,0,40,22,4,1,3,372.0,1015290021,2015.0,3.0,0.0,1.0,4056.0,724500.0,7,11.0,5.860038389807193,9.136208076659821,372.0
1048100,1,D_added_by0716,10128.0,1,,MN40,40.781548,-73.955056,1,1,3958,3,0,23.0,3,3,55.5,83.0,0,11,0,0,0,0,140.0,1015170062,1965.0,15.0,0.0,2.0,97042.0,13392450.0,8,61.0,7.126860033632567,10.836413415468858,140.0
1078601,0,,10128.0,1,108.0,MN32,40.781868,-73.948841,2,2,3412,8,0,3.0,8,8,35.0,71.0,0,30,15,10,1,3,272.0,1015380021,1973.0,42.0,650.0,656.0,759187.0,71703450.0,3,53.0,7.855540052179883,9.34154688569473,272.0
1041824,0,,10075.0,1,,MN40,40.774881,-73.962227,1,1,3954,3,0,15.0,3,3,57.0,86.0,0,43,39,28,1,3,134.0,1013920028,1916.0,10.0,51.0,52.0,49000.0,6636600.0,3,110.0,6.821945642709423,10.825462012320328,134.0
1046815,1,D_added_by0716,10028.0,1,108.0,MN40,40.779885,-73.960566,1,1,3954,9,0,9.0,9,9,22.0,85.0,0,20,17,13,1,3,525.0,1014960011,1899.0,6.0,0.0,2.0,25486.0,4621500.0,8,127.0,6.664782957372622,10.825462012320328,525.0
1050273,0,,10128.0,1,108.0,MN32,40.78256,-73.948313,1,2,3337,3,0,22.0,3,3,155.0,301.0,0,15,3,0,1,2,350.0,1015560001,,,0.0,0.0,0.0,0.0,7,,,9.136208076659821,350.0
1087459,0,,10028.0,1,108.0,MN32,40.774433,-73.949662,1,1,3955,6,0,16.0,6,6,78.0,90.0,0,31,26,19,1,3,819.0,1015627501,2005.0,27.0,120.0,122.0,198774.0,28730293.0,4,21.0,7.4583400550777235,10.82819986310746,819.0
1082192,1,C_added_complete,10075.0,1,108.0,MN40,40.773778,-73.958245,1,1,3970,5,0,16.0,5,5,71.0,139.0,0,32,27,21,1,3,133.0,1014127502,2000.0,31.0,72.0,151.0,197415.0,43115432.0,4,26.0,7.634632741921664,10.869267624914443,133.0
1089818,1,B_doh0710_expected,10075.0,1,108.0,MN40,40.774066,-73.958887,1,1,3941,4,0,14.0,4,4,50.0,196.0,0,29,23,13,1,3,849.0,1014137503,2014.0,16.0,14.0,14.0,57990.0,9683551.0,3,12.0,6.986034644179126,10.789869952087612,849.0
1046846,1,C_added_complete,10028.0,1,108.0,MN40,40.781343,-73.95997,1,1,3964,4,0,2.0,4,4,21.0,286.0,0,17,7,4,1,3,135.0,1014980007,1960.0,17.0,63.0,64.0,46600.0,5067000.0,4,66.0,6.704750904290671,10.85284052019165,135.0
1050385,0,,10028.0,1,,MN32,40.77368,-73.951183,1,2,3968,1,0,23.0,1,1,,,0,25,21,11,1,3,1254.0,1015610001,1964.0,21.0,199.0,205.0,210428.0,18658800.0,4,62.0,7.270883709606818,10.863791923340179,1254.0
1041868,0,,10075.0,1,108.0,MN40,40.775835,-73.962461,1,1,3234,2,0,30.0,2,2,238.0,238.0,0,27,23,19,1,3,140.0,1013930021,1940.0,5.0,0.0,13.0,16268.0,7220250.0,5,86.0,6.858552235206867,8.854209445585216,140.0
1050550,1,C_added_complete,10028.0,1,,MN32,40.776432,-73.947585,1,1,3950,4,0,15.0,4,4,29.0,285.0,0,30,25,19,1,3,400.0,1015660017,1961.0,16.0,153.0,155.0,153347.0,18012150.0,3,65.0,7.255565554985378,10.8145106091718,400.0
1051371,0,,10128.0,1,108.0,MN32,40.776969,-73.943309,1,1,3948,4,0,7.0,4,4,29.0,265.0,0,16,12,7,1,3,498.0,1015860021,1952.0,16.0,189.0,191.0,254928.0,24685200.0,3,74.0,7.392436650232662,10.809034907597535,498.0
1083228,1,D_added_by0716,10128.0,1,108.0,MN32,40.783836,-73.9482,1,1,3956,2,0,9.0,2,2,259.0,259.0,0,7,3,3,1,1,525.0,1015410021,1986.0,35.0,1092.0,1097.0,968264.0,106697250.0,4,40.0,8.028153226123475,10.830937713894592,525.0
1088093,0,,10028.0,1,,MN32,40.777271,-73.951747,1,2,3964,4,0,28.0,4,4,39.0,196.0,0,21,10,8,1,3,584.0,1015487502,2008.0,21.0,58.0,59.0,110679.0,17676684.0,4,18.0,7.247400798257885,10.85284052019165,584.0
1044089,0,,10075.0,1,108.0,MN31,40.772743,-73.957765,1,1,3531,6,0,8.0,6,6,50.0,90.0,0,22,14,9,1,3,133.0,1014310041,1927.0,9.0,0.0,2.0,38784.0,7505550.0,8,99.0,6.875382522457109,9.66735112936345,133.0
1087778,1,B_doh0710_expected,10075.0,1,,MN31,40.773012,-73.954935,1,1,3968,5,0,27.0,5,5,54.5,201.0,0,27,22,16,1,3,413.0,1014537501,2006.0,18.0,33.0,34.0,62546.0,13796105.0,4,20.0,7.13975649105539,10.863791923340179,413.0
1048782,0,,10028.0,1,,MN32,40.778139,-73.953505,1,1,3930,2,0,55.0,2,2,218.0,218.0,0,8,1,0,1,1,490.0,1015310040,1966.0,9.0,0.0,19.0,73255.0,13275900.0,5,60.0,7.123063972449149,10.759753593429158,490.0
1041883,1,D_added_by0716,10075.0,1,108.0,MN40,40.776101,-73.962266,1,1,3945,2,0,30.0,2,2,29.0,29.0,0,27,23,18,1,3,415.0,1013930052,1958.0,20.0,97.0,97.0,225337.0,35622900.0,3,68.0,7.551729271745168,10.80082135523614,415.0
1046831,0,,10028.0,1,,MN40,40.780196,-73.958776,1,1,3936,4,0,21.0,4,4,53.0,236.0,0,22,16,14,1,3,679.0,1014970021,1959.0,16.0,154.0,169.0,242861.0,30267900.0,3,67.0,7.4809822904627055,10.77618069815195,679.0
1089377,1,B_doh0710_expected,10075.0,1,108.0,MN40,40.775139,-73.959316,1,1,3970,5,0,14.0,5,5,74.5,82.0,0,30,25,18,1,3,140.0,1015087501,2012.0,20.0,31.0,32.0,108847.0,19304554.0,4,14.0,7.285659772415576,10.869267624914443,140.0
1049916,0,,10028.0,1,,MN32,40.776028,-73.952651,1,1,3948,1,0,15.0,1,1,,,0,36,29,23,1,3,574.0,1015460001,1977.0,31.0,261.0,264.0,268750.0,39558150.0,4,49.0,7.597235972925687,10.809034907597535,574.0
